# scene_asset_ref.txt - 场景资产源引用清单
# 由 merge_new_assets.py 自动生成, 更新时间: 2026-09-22 15:39:44
# 格式: 资产路径 | 类别 | 尺寸 | 调整建议

# 1. 地面/地形 (ground) - 共 24 个

/Game/PolyHaven/Celandine/Celandine_1k.Celandine_1k | 地面/地形 | 223.9 x 30.7 x 18.6 | 可直接使用
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2182.Downloads_mesh_2182 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2183.Downloads_mesh_2183 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2184.Downloads_mesh_2184 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2185.Downloads_mesh_2185 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2186.Downloads_mesh_2186 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2187.Downloads_mesh_2187 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2188.Downloads_mesh_2188 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2189.Downloads_mesh_2189 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_219.Downloads_mesh_219 | 其他 | 287.4 x 330.0 x 187.7 | 原点在顶需下移
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2190.Downloads_mesh_2190 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2191.Downloads_mesh_2191 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2192.Downloads_mesh_2192 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2193.Downloads_mesh_2193 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2194.Downloads_mesh_2194 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2195.Downloads_mesh_2195 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2196.Downloads_mesh_2196 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2197.Downloads_mesh_2197 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2198.Downloads_mesh_2198 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2199.Downloads_mesh_2199 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_22.Downloads_mesh_22 | 其他 | 624.1 x 710.0 x 330.0 | 原点在顶需下移
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_220.Downloads_mesh_220 | 其他 | 308.6 x 400.0 x 309.6 | 原点在顶需下移
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2200.Downloads_mesh_2200 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2201.Downloads_mesh_2201 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2202.Downloads_mesh_2202 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2203.Downloads_mesh_2203 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2204.Downloads_mesh_2204 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2205.Downloads_mesh_2205 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2206.Downloads_mesh_2206 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2207.Downloads_mesh_2207 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2208.Downloads_mesh_2208 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2209.Downloads_mesh_2209 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_221.Downloads_mesh_221 | 其他 | 362.3 x 310.0 x 224.9 | 原点在顶需下移
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2210.Downloads_mesh_2210 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2211.Downloads_mesh_2211 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2212.Downloads_mesh_2212 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2213.Downloads_mesh_2213 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2214.Downloads_mesh_2214 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2215.Downloads_mesh_2215 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2216.Downloads_mesh_2216 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2217.Downloads_mesh_2217 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2218.Downloads_mesh_2218 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2219.Downloads_mesh_2219 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_222.Downloads_mesh_222 | 其他 | 306.3 x 370.0 x 316.2 | 原点在顶需下移
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2220.Downloads_mesh_2220 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2221.Downloads_mesh_2221 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2222.Downloads_mesh_2222 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2223.Downloads_mesh_2223 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2224.Downloads_mesh_2224 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2225.Downloads_mesh_2225 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2226.Downloads_mesh_2226 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2227.Downloads_mesh_2227 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2228.Downloads_mesh_2228 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2229.Downloads_mesh_2229 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_223.Downloads_mesh_223 | 其他 | 300.9 x 330.0 x 203.5 | 原点在顶需下移
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2230.Downloads_mesh_2230 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2231.Downloads_mesh_2231 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2232.Downloads_mesh_2232 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2233.Downloads_mesh_2233 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2234.Downloads_mesh_2234 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2235.Downloads_mesh_2235 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2236.Downloads_mesh_2236 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2237.Downloads_mesh_2237 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2238.Downloads_mesh_2238 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2239.Downloads_mesh_2239 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_224.Downloads_mesh_224 | 其他 | 339.1 x 310.0 x 350.9 | 原点在顶需下移
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2240.Downloads_mesh_2240 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2241.Downloads_mesh_2241 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2242.Downloads_mesh_2242 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2243.Downloads_mesh_2243 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2244.Downloads_mesh_2244 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2245.Downloads_mesh_2245 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2246.Downloads_mesh_2246 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2247.Downloads_mesh_2247 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2248.Downloads_mesh_2248 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2249.Downloads_mesh_2249 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_225.Downloads_mesh_225 | 其他 | 326.4 x 380.0 x 329.5 | 原点在顶需下移
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2250.Downloads_mesh_2250 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2251.Downloads_mesh_2251 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2252.Downloads_mesh_2252 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2253.Downloads_mesh_2253 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2254.Downloads_mesh_2254 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2255.Downloads_mesh_2255 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2256.Downloads_mesh_2256 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2257.Downloads_mesh_2257 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2258.Downloads_mesh_2258 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2259.Downloads_mesh_2259 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_226.Downloads_mesh_226 | 其他 | 307.1 x 390.0 x 221.8 | 原点在顶需下移
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2260.Downloads_mesh_2260 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2261.Downloads_mesh_2261 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2262.Downloads_mesh_2262 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2263.Downloads_mesh_2263 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2264.Downloads_mesh_2264 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2265.Downloads_mesh_2265 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2266.Downloads_mesh_2266 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2267.Downloads_mesh_2267 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2268.Downloads_mesh_2268 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2269.Downloads_mesh_2269 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_227.Downloads_mesh_227 | 其他 | 385.1 x 410.0 x 275.9 | 原点在顶需下移
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2270.Downloads_mesh_2270 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2271.Downloads_mesh_2271 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2272.Downloads_mesh_2272 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2273.Downloads_mesh_2273 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2274.Downloads_mesh_2274 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2275.Downloads_mesh_2275 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2276.Downloads_mesh_2276 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2277.Downloads_mesh_2277 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2278.Downloads_mesh_2278 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2279.Downloads_mesh_2279 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_228.Downloads_mesh_228 | 其他 | 322.5 x 320.0 x 204.0 | 原点在顶需下移
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2280.Downloads_mesh_2280 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2281.Downloads_mesh_2281 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2282.Downloads_mesh_2282 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2283.Downloads_mesh_2283 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2284.Downloads_mesh_2284 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2285.Downloads_mesh_2285 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2286.Downloads_mesh_2286 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2287.Downloads_mesh_2287 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2288.Downloads_mesh_2288 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2289.Downloads_mesh_2289 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_229.Downloads_mesh_229 | 其他 | 319.4 x 400.0 x 324.4 | 原点在顶需下移
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2290.Downloads_mesh_2290 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2291.Downloads_mesh_2291 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2292.Downloads_mesh_2292 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2293.Downloads_mesh_2293 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2294.Downloads_mesh_2294 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2295.Downloads_mesh_2295 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2296.Downloads_mesh_2296 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2297.Downloads_mesh_2297 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2298.Downloads_mesh_2298 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2299.Downloads_mesh_2299 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_23.Downloads_mesh_23 | 其他 | 623.4 x 720.0 x 321.8 | 原点在顶需下移
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_230.Downloads_mesh_230 | 其他 | 723.8 x 760.0 x 275.4 | 原点在顶需下移
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2300.Downloads_mesh_2300 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2301.Downloads_mesh_2301 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2302.Downloads_mesh_2302 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2303.Downloads_mesh_2303 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2304.Downloads_mesh_2304 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2305.Downloads_mesh_2305 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2306.Downloads_mesh_2306 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2307.Downloads_mesh_2307 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2308.Downloads_mesh_2308 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2309.Downloads_mesh_2309 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_231.Downloads_mesh_231 | 其他 | 302.8 x 340.0 x 323.3 | 原点在顶需下移
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2310.Downloads_mesh_2310 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2311.Downloads_mesh_2311 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2312.Downloads_mesh_2312 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2313.Downloads_mesh_2313 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2314.Downloads_mesh_2314 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2315.Downloads_mesh_2315 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2316.Downloads_mesh_2316 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2317.Downloads_mesh_2317 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2318.Downloads_mesh_2318 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2319.Downloads_mesh_2319 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_232.Downloads_mesh_232 | 其他 | 310.1 x 320.0 x 186.7 | 原点在顶需下移
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2320.Downloads_mesh_2320 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2321.Downloads_mesh_2321 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2322.Downloads_mesh_2322 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2323.Downloads_mesh_2323 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2324.Downloads_mesh_2324 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2325.Downloads_mesh_2325 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2326.Downloads_mesh_2326 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2327.Downloads_mesh_2327 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2328.Downloads_mesh_2328 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2329.Downloads_mesh_2329 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_233.Downloads_mesh_233 | 其他 | 302.8 x 400.0 x 320.8 | 原点在顶需下移
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2330.Downloads_mesh_2330 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2331.Downloads_mesh_2331 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2332.Downloads_mesh_2332 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2333.Downloads_mesh_2333 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2334.Downloads_mesh_2334 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2335.Downloads_mesh_2335 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2336.Downloads_mesh_2336 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
/Game/sences/test1/scene/StaticMeshes/Downloads_mesh_2337.Downloads_mesh_2337 | 其他 | 200.0 x 0.0 x 300.0 | Z+200(原点居中)
